# CSV fallback backend, not guaranteed MultiVu-compatible
# metadata={"config_sample_metadata": {"description": "LS372 + PPMS resistivity measurement", "material": "LS372 + PPMS resistivity measurement", "operator": "Lab user", "sample_id": "Sample-001"}, "data_backend": "csv", "dry_run": true, "instrument_simulation": {"global": true, "lakeshore": true, "ppms": true}, "lakeshore": {"connected": true, "driver": "mock", "model": "LS372"}, "run_metadata": {"data_backend": "csv", "dry_run": true, "gui": true, "instrument_simulation": {"global": true, "lakeshore": true, "ppms": true}, "output_path": "C:\\Users\\mscoo\\GIT_projects\\resistivity372\\Sample-001_20260827_183854_LS372_resistivity.dat", "run": {"operator": "Lab user"}, "sample": {"material": "LS372 + PPMS resistivity measurement", "sample_id": "Sample-001"}, "sample_geometry": {"length": {"unit": "mm", "value": 1.2}, "thickness": {"unit": "um", "value": 20.0}, "width": {"unit": "mm", "value": 0.5}}, "started_at": "2026-08-27T18:40:43.107619-04:00"}, "sample_geometry": {"length": {"unit": "mm", "value": 1.2}, "thickness": {"unit": "um", "value": 20.0}, "width": {"unit": "mm", "value": 0.5}}, "sequence_metadata": {"experiment_type": "rho_vs_h_stepped", "generated_by": "resistivity372 transport sequence builder"}}
Timestamp UTC,Elapsed Time (s),PPMS Temperature (K),PPMS Temperature Status,PPMS Field (T),PPMS Field Status,PPMS Chamber Status,PPMS Position (deg),PPMS Position Status,LakeShore Channel,Resistance (Ohm),Resistivity (Ohm m),Resistivity (Ohm cm),LS372 Temperature (K),Excitation Power (W),Excitation Current (A),Quadrature (Ohm),Sequence Step Index,Sequence Step Name,Comment,Error
2026-08-27T22:41:24.237069+00:00,41.02879510005005,10.0,stable,-0.35,stable,sealed,,None,1,100.17987927807087,0.0008348323273172572,0.08348323273172571,,1e-12,,-0.0014580654890088945,29,"rho(H) T=10 K, B=-0.35 T",,
2026-08-27T22:41:25.237590+00:00,42.0293163000606,10.0,stable,-0.3,stable,sealed,,None,1,100.17137984715787,0.0008347614987263155,0.08347614987263155,,1e-12,,-0.0007891625869266894,31,"rho(H) T=10 K, B=-0.3 T",,
2026-08-27T22:41:26.238131+00:00,43.02985719987191,10.0,stable,-0.3,stable,sealed,,None,1,100.16497459151223,0.0008347081215959351,0.08347081215959351,,1e-12,,0.0009981903967088812,31,"rho(H) T=10 K, B=-0.3 T",,
2026-08-27T22:41:27.238323+00:00,44.03004890005104,10.0,stable,-0.3,stable,sealed,,None,1,100.16276004564845,0.0008346896670470704,0.08346896670470703,,1e-12,,0.0006127952855941198,31,"rho(H) T=10 K, B=-0.3 T",,
2026-08-27T22:41:28.241059+00:00,45.03278600005433,10.0,stable,-0.25,stable,sealed,,None,1,100.16103822343348,0.0008346753185286123,0.08346753185286124,,1e-12,,0.0003892775572125388,33,"rho(H) T=10 K, B=-0.25 T",,
2026-08-27T22:41:29.241236+00:00,46.032965400023386,10.0,stable,-0.25,stable,sealed,,None,1,100.14497948464802,0.0008345414957054002,0.08345414957054002,,1e-12,,-0.0001576402622423929,33,"rho(H) T=10 K, B=-0.25 T",,
2026-08-27T22:41:30.242359+00:00,47.034090999979526,10.0,stable,-0.25,stable,sealed,,None,1,100.14864597167745,0.0008345720497639786,0.08345720497639786,,1e-12,,0.0017095254558860329,33,"rho(H) T=10 K, B=-0.25 T",,
2026-08-27T22:41:31.243404+00:00,48.035132199991494,10.0,stable,-0.2,stable,sealed,,None,1,100.1492245516875,0.0008345768712640624,0.08345768712640624,,1e-12,,-0.00016559772970602452,35,"rho(H) T=10 K, B=-0.2 T",,
2026-08-27T22:41:32.243673+00:00,49.03540059993975,10.0,stable,-0.2,stable,sealed,,None,1,100.13962570059752,0.0008344968808383127,0.08344968808383127,,1e-12,,0.002012781399776897,35,"rho(H) T=10 K, B=-0.2 T",,
2026-08-27T22:41:33.243892+00:00,50.03562159999274,10.0,stable,-0.2,stable,sealed,,None,1,100.10691556938885,0.0008342242964115737,0.08342242964115737,,1e-12,,-0.0011161538321416635,35,"rho(H) T=10 K, B=-0.2 T",,
2026-08-27T22:41:34.244957+00:00,51.036683399928734,10.0,stable,-0.15,stable,sealed,,None,1,100.10646042333343,0.0008342205035277786,0.08342205035277786,,1e-12,,0.0005145139607945796,37,"rho(H) T=10 K, B=-0.15 T",,
2026-08-27T22:41:35.245320+00:00,52.03705030004494,10.0,stable,-0.15,stable,sealed,,None,1,100.10705465813155,0.0008342254554844294,0.08342254554844294,,1e-12,,0.00046878295090358786,37,"rho(H) T=10 K, B=-0.15 T",,
2026-08-27T22:41:36.245674+00:00,53.03740160004236,10.0,stable,-0.15,stable,sealed,,None,1,100.07919798224832,0.0008339933165187359,0.08339933165187359,,1e-12,,5.7803147594543936e-05,37,"rho(H) T=10 K, B=-0.15 T",,
2026-08-27T22:41:37.246102+00:00,54.03782909992151,10.0,stable,-0.1,stable,sealed,,None,1,100.0912496591345,0.0008340937471594542,0.08340937471594541,,1e-12,,0.000738034570406976,39,"rho(H) T=10 K, B=-0.1 T",,
2026-08-27T22:41:38.246292+00:00,55.03802039986476,10.0,stable,-0.1,stable,sealed,,None,1,100.0771013400591,0.0008339758445004925,0.08339758445004924,,1e-12,,-0.0007505626954560705,39,"rho(H) T=10 K, B=-0.1 T",,
2026-08-27T22:41:39.246484+00:00,56.03821299993433,10.0,stable,-0.1,stable,sealed,,None,1,100.05176152815463,0.0008337646794012886,0.08337646794012886,,1e-12,,-0.00041149938144594293,39,"rho(H) T=10 K, B=-0.1 T",,
2026-08-27T22:41:40.247072+00:00,57.03879909985699,10.0,stable,-0.05,stable,sealed,,None,1,100.0440008130254,0.0008337000067752116,0.08337000067752116,,1e-12,,-0.00012548134636992118,41,"rho(H) T=10 K, B=-0.05 T",,
2026-08-27T22:41:41.247539+00:00,58.03926880005747,10.0,stable,-0.05,stable,sealed,,None,1,100.04332310713649,0.0008336943592261374,0.08336943592261374,,1e-12,,-0.00013902137584533163,41,"rho(H) T=10 K, B=-0.05 T",,
2026-08-27T22:41:42.247690+00:00,59.039418699918315,10.0,stable,-0.05,stable,sealed,,None,1,100.02944743060625,0.0008335787285883854,0.08335787285883854,,1e-12,,0.00043151421774804825,41,"rho(H) T=10 K, B=-0.05 T",,
2026-08-27T22:41:43.249686+00:00,60.041413999861106,10.0,stable,0.0,stable,sealed,,None,1,100.05021378551925,0.0008337517815459938,0.08337517815459938,,1e-12,,-0.0011158066932943481,43,"rho(H) T=10 K, B=0 T",,
2026-08-27T22:41:44.250076+00:00,61.041803600033745,10.0,stable,0.0,stable,sealed,,None,1,100.00701842131134,0.0008333918201775945,0.08333918201775946,,1e-12,,0.000626627770076262,43,"rho(H) T=10 K, B=0 T",,
2026-08-27T22:41:45.250228+00:00,62.04195720003918,10.0,stable,0.0,stable,sealed,,None,1,100.00201596631312,0.0008333501330526092,0.08333501330526093,,1e-12,,0.0008956582456942385,43,"rho(H) T=10 K, B=0 T",,
2026-08-27T22:41:46.250608+00:00,63.042333899997175,10.0,stable,0.05,stable,sealed,,None,1,99.98649629986285,0.0008332208024988572,0.08332208024988572,,1e-12,,0.0010698509500061389,45,"rho(H) T=10 K, B=0.05 T",,
2026-08-27T22:41:47.251033+00:00,64.04276069998741,10.0,stable,0.05,stable,sealed,,None,1,99.98342385951875,0.0008331951988293229,0.08331951988293229,,1e-12,,-0.0004881238888397062,45,"rho(H) T=10 K, B=0.05 T",,
2026-08-27T22:41:48.251465+00:00,65.04319390002638,10.0,stable,0.05,stable,sealed,,None,1,99.96687706315986,0.0008330573088596654,0.08330573088596654,,1e-12,,-3.8539469183517184e-05,45,"rho(H) T=10 K, B=0.05 T",,
2026-08-27T22:41:49.252129+00:00,66.04385529994033,10.0,stable,0.1,stable,sealed,,None,1,99.98374385593384,0.0008331978654661153,0.08331978654661153,,1e-12,,-0.00025315503792613903,47,"rho(H) T=10 K, B=0.1 T",,
2026-08-27T22:41:50.252558+00:00,67.04428469995037,10.0,stable,0.1,stable,sealed,,None,1,99.94382710441977,0.0008328652258701646,0.08328652258701646,,1e-12,,4.4185539440108025e-05,47,"rho(H) T=10 K, B=0.1 T",,
2026-08-27T22:41:51.252977+00:00,68.04470420000143,10.0,stable,0.1,stable,sealed,,None,1,99.95447649480114,0.0008329539707900095,0.08329539707900095,,1e-12,,-0.0001827243206055976,47,"rho(H) T=10 K, B=0.1 T",,
2026-08-27T22:41:52.254869+00:00,69.04659290006384,10.0,stable,0.15,stable,sealed,,None,1,99.93996103744396,0.0008328330086453664,0.08328330086453664,,1e-12,,0.0008790522246358575,49,"rho(H) T=10 K, B=0.15 T",,
2026-08-27T22:41:53.255461+00:00,70.04719029995613,10.0,stable,0.15,stable,sealed,,None,1,99.92977799145646,0.0008327481499288039,0.08327481499288039,,1e-12,,-0.00182888036753303,49,"rho(H) T=10 K, B=0.15 T",,
2026-08-27T22:41:54.256009+00:00,71.04773900005966,10.0,stable,0.15,stable,sealed,,None,1,99.9258452951725,0.0008327153774597706,0.08327153774597706,,1e-12,,-0.0009922421409035494,49,"rho(H) T=10 K, B=0.15 T",,
2026-08-27T22:41:55.256710+00:00,72.048438699916,10.0,stable,0.2,stable,sealed,,None,1,99.90213210437126,0.0008325177675364271,0.0832517767536427,,1e-12,,0.0021839537764512997,51,"rho(H) T=10 K, B=0.2 T",,
2026-08-27T22:41:56.257088+00:00,73.04881959990598,10.0,stable,0.2,stable,sealed,,None,1,99.89806878278381,0.0008324839065231984,0.08324839065231984,,1e-12,,-0.0005483199612930236,51,"rho(H) T=10 K, B=0.2 T",,
2026-08-27T22:41:57.257557+00:00,74.04928479995579,10.0,stable,0.2,stable,sealed,,None,1,99.89073660391959,0.0008324228050326631,0.08324228050326632,,1e-12,,-0.00010197141980826965,51,"rho(H) T=10 K, B=0.2 T",,
2026-08-27T22:41:58.258251+00:00,75.04997629998252,10.0,stable,0.25,stable,sealed,,None,1,99.87613753220444,0.0008323011461017037,0.08323011461017037,,1e-12,,8.418586787515729e-05,53,"rho(H) T=10 K, B=0.25 T",,
2026-08-27T22:41:59.258352+00:00,76.05008189985529,10.0,stable,0.25,stable,sealed,,None,1,99.86337273520712,0.0008321947727933926,0.08321947727933926,,1e-12,,-0.0007255802809325712,53,"rho(H) T=10 K, B=0.25 T",,
2026-08-27T22:42:00.258553+00:00,77.05028479988687,10.0,stable,0.25,stable,sealed,,None,1,99.85313887727033,0.0008321094906439193,0.08321094906439193,,1e-12,,-0.0005006555787837427,53,"rho(H) T=10 K, B=0.25 T",,
2026-08-27T22:42:01.259131+00:00,78.05085800006054,10.0,stable,0.3,stable,sealed,,None,1,99.86534354050593,0.0008322111961708827,0.08322111961708828,,1e-12,,-0.0003277084423777044,55,"rho(H) T=10 K, B=0.3 T",,
2026-08-27T22:42:02.259658+00:00,79.05138799990527,10.0,stable,0.3,stable,sealed,,None,1,99.86428392354979,0.0008322023660295815,0.08322023660295816,,1e-12,,-0.001188219728155733,55,"rho(H) T=10 K, B=0.3 T",,
2026-08-27T22:42:03.259947+00:00,80.05167559999973,10.0,stable,0.3,stable,sealed,,None,1,99.85153843979187,0.0008320961536649322,0.08320961536649321,,1e-12,,1.8586039136257038e-05,55,"rho(H) T=10 K, B=0.3 T",,
2026-08-27T22:42:04.260540+00:00,81.05226580007002,10.0,stable,0.35,stable,sealed,,None,1,99.84380374869252,0.0008320316979057709,0.0832031697905771,,1e-12,,0.000135454659709929,57,"rho(H) T=10 K, B=0.35 T",,
2026-08-27T22:42:05.260738+00:00,82.05246459995396,10.0,stable,0.35,stable,sealed,,None,1,99.833126657335,0.0008319427221444582,0.08319427221444582,,1e-12,,0.0008812435490321873,57,"rho(H) T=10 K, B=0.35 T",,
2026-08-27T22:42:06.260907+00:00,83.05263499985449,10.0,stable,0.35,stable,sealed,,None,1,99.82621890355637,0.0008318851575296363,0.08318851575296364,,1e-12,,-7.946900590703488e-05,57,"rho(H) T=10 K, B=0.35 T",,
2026-08-27T22:42:07.262535+00:00,84.05425909999758,10.0,stable,0.4,stable,sealed,,None,1,99.81755002355911,0.0008318129168629925,0.08318129168629924,,1e-12,,-0.0006658124162344053,59,"rho(H) T=10 K, B=0.4 T",,
2026-08-27T22:42:08.262996+00:00,85.0547249999363,10.0,stable,0.4,stable,sealed,,None,1,99.8180405566832,0.0008318170046390267,0.08318170046390266,,1e-12,,-0.0009893840134355563,59,"rho(H) T=10 K, B=0.4 T",,
2026-08-27T22:42:09.263180+00:00,86.05490579991601,10.0,stable,0.4,stable,sealed,,None,1,99.83410606163766,0.0008319508838469804,0.08319508838469804,,1e-12,,-0.00010471884877797855,59,"rho(H) T=10 K, B=0.4 T",,
2026-08-27T22:42:10.263673+00:00,87.0553985000588,10.0,stable,0.45,stable,sealed,,None,1,99.81627289390242,0.0008318022741158535,0.08318022741158534,,1e-12,,-0.0009631565116793687,61,"rho(H) T=10 K, B=0.45 T",,
2026-08-27T22:42:11.264042+00:00,88.05576899996959,10.0,stable,0.45,stable,sealed,,None,1,99.81293394187391,0.0008317744495156159,0.08317744495156158,,1e-12,,0.0003338001943250769,61,"rho(H) T=10 K, B=0.45 T",,
2026-08-27T22:42:12.264593+00:00,89.05632099998184,10.0,stable,0.45,stable,sealed,,None,1,99.79356917782529,0.0008316130764818774,0.08316130764818774,,1e-12,,0.0005992184802552811,61,"rho(H) T=10 K, B=0.45 T",,
2026-08-27T22:42:13.265443+00:00,90.0571687000338,10.0,stable,0.5,stable,sealed,,None,1,99.81654739683984,0.0008318045616403319,0.08318045616403319,,1e-12,,0.0006196109076281829,63,"rho(H) T=10 K, B=0.5 T",,
2026-08-27T22:42:14.265709+00:00,91.05743519985117,10.0,stable,0.5,stable,sealed,,None,1,99.77756452169257,0.0008314797043474381,0.08314797043474381,,1e-12,,-0.0007744566255666441,63,"rho(H) T=10 K, B=0.5 T",,
2026-08-27T22:42:15.266122+00:00,92.05784789985046,10.0,stable,0.5,stable,sealed,,None,1,99.81143452214125,0.0008317619543511771,0.0831761954351177,,1e-12,,-0.0015778500602783253,63,"rho(H) T=10 K, B=0.5 T",,
2026-08-27T22:42:16.266517+00:00,93.0582437000703,10.0,stable,0.55,stable,sealed,,None,1,99.77050217062897,0.000831420851421908,0.0831420851421908,,1e-12,,-0.0006637090959534282,65,"rho(H) T=10 K, B=0.55 T",,
2026-08-27T22:42:17.267112+00:00,94.05884129996412,10.0,stable,0.55,stable,sealed,,None,1,99.80462642030717,0.0008317052201692265,0.08317052201692264,,1e-12,,-0.0010387748336392845,65,"rho(H) T=10 K, B=0.55 T",,
2026-08-27T22:42:18.267638+00:00,95.0593636999838,10.0,stable,0.55,stable,sealed,,None,1,99.80601326382471,0.0008317167771985392,0.08317167771985391,,1e-12,,-0.0011550520706828226,65,"rho(H) T=10 K, B=0.55 T",,
2026-08-27T22:42:19.268024+00:00,96.0597500000149,10.0,stable,0.6,stable,sealed,,None,1,99.80389955276142,0.0008316991629396784,0.08316991629396785,,1e-12,,0.0007460643481143459,67,"rho(H) T=10 K, B=0.6 T",,
2026-08-27T22:42:20.268489+00:00,97.06021669995971,10.0,stable,0.6,stable,sealed,,None,1,99.79582696184956,0.0008316318913487462,0.08316318913487462,,1e-12,,-0.0015479544181929514,67,"rho(H) T=10 K, B=0.6 T",,
2026-08-27T22:42:21.269000+00:00,98.06072709988803,10.0,stable,0.6,stable,sealed,,None,1,99.8150836506063,0.0008317923637550524,0.08317923637550524,,1e-12,,3.9115696910313286e-05,67,"rho(H) T=10 K, B=0.6 T",,
2026-08-27T22:42:22.269460+00:00,99.06118479999714,10.0,stable,0.65,stable,sealed,,None,1,99.81578724579965,0.0008317982270483304,0.08317982270483304,,1e-12,,0.0009300084672749584,69,"rho(H) T=10 K, B=0.65 T",,
2026-08-27T22:42:23.269681+00:00,100.06140729994513,10.0,stable,0.65,stable,sealed,,None,1,99.82305407896064,0.0008318587839913386,0.08318587839913387,,1e-12,,0.0002961303680030215,69,"rho(H) T=10 K, B=0.65 T",,
2026-08-27T22:42:24.270091+00:00,101.06181799992919,10.0,stable,0.65,stable,sealed,,None,1,99.82010673870664,0.0008318342228225554,0.08318342228225553,,1e-12,,0.00084302134336434,69,"rho(H) T=10 K, B=0.65 T",,
